,Name,Grade,Moves,Holdsets,Id,holds,number_of_holds,lengths_of_moves
89,GETTING FINGERS READY,6B+,"[{'Id': 1779838, 'Description': 'F5', 'IsStart': True, 'IsEnd': False}, {'Id': 1779839, 'Description': 'C7', 'IsStart': False, 'IsEnd': False}, {'Id': 1779840, 'Description': 'D10', 'IsStart': False, 'IsEnd': False}, {'Id': 1779841, 'Description': 'C12', 'IsStart': False, 'IsEnd': False}, {'Id': 1779842, 'Description': 'E13', 'IsStart': False, 'IsEnd': False}, {'Id': 1779843, 'Description': 'E15', 'IsStart': False, 'IsEnd': False}, {'Id': 1779844, 'Description': 'G18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}]",325079,"['F5', 'C7', 'D10', 'C12', 'E13', 'E15', 'G18']",7,"{'F5toF5': 0.0, 'F5toC7': 3.605551275463989, 'F5toD10': 5.385164807134504, 'F5toC12': 7.615773105863909, 'F5toE13': 8.06225774829855, 'F5toE15': 10.04987562112089, 'F5toG18': 13.038404810405298, 'C7toF5': 3.605551275463989, 'C7toC7': 0.0, 'C7toD10': 3.1622776601683795, 'C7toC12': 5.0, 'C7toE13': 6.324555320336759, 'C7toE15': 8.246211251235321, 'C7toG18': 11.704699910719626, 'D10toF5': 5.385164807134504, 'D10toC7': 3.1622776601683795, 'D10toD10': 0.0, 'D10toC12': 2.23606797749979, 'D10toE13': 3.1622776601683795, 'D10toE15': 5.0990195135927845, 'D10toG18': 8.54400374531753, 'C12toF5': 7.615773105863909, 'C12toC7': 5.0, 'C12toD10': 2.23606797749979, 'C12toC12': 0.0, 'C12toE13': 2.23606797749979, 'C12toE15': 3.605551275463989, 'C12toG18': 7.211102550927978, 'E13toF5': 8.06225774829855, 'E13toC7': 6.324555320336759, 'E13toD10': 3.1622776601683795, 'E13toC12': 2.23606797749979, 'E13toE13': 0.0, 'E13toE15': 2.0, 'E13toG18': 5.385164807134504, 'E15toF5': 10.04987562112089, 'E15toC7': 8.246211251235321, 'E15toD10': 5.0990195135927845, 'E15toC12': 3.605551275463989, 'E15toE13': 2.0, 'E15toE15': 0.0, 'E15toG18': 3.605551275463989, 'G18toF5': 13.038404810405298, 'G18toC7': 11.704699910719626, 'G18toD10': 8.54400374531753, 'G18toC12': 7.211102550927978, 'G18toE13': 5.385164807134504, 'G18toE15': 3.605551275463989, 'G18toG18': 0.0}"
90,HATHA YOGA,6B+,"[{'Id': 1909225, 'Description': 'B3', 'IsStart': True, 'IsEnd': False}, {'Id': 1909226, 'Description': 'A5', 'IsStart': True, 'IsEnd': False}, {'Id': 1909227, 'Description': 'C7', 'IsStart': False, 'IsEnd': False}, {'Id': 1909228, 'Description': 'F9', 'IsStart': False, 'IsEnd': False}, {'Id': 1909229, 'Description': 'D10', 'IsStart': False, 'IsEnd': False}, {'Id': 1909230, 'Description': 'F12', 'IsStart': False, 'IsEnd': False}, {'Id': 1909231, 'Description': 'C14', 'IsStart': False, 'IsEnd': False}, {'Id': 1909232, 'Description': 'E16', 'IsStart': False, 'IsEnd': False}, {'Id': 1909233, 'Description': 'C18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",341104,"['B3', 'A5', 'C7', 'F9', 'D10', 'F12', 'C14', 'E16', 'C18']",9,"{'B3toB3': 0.0, 'B3toA5': 2.23606797749979, 'B3toC7': 4.123105625617661, 'B3toF9': 7.211102550927978, 'B3toD10': 7.280109889280518, 'B3toF12': 9.848857801796104, 'B3toC14': 11.045361017187261, 'B3toE16': 13.341664064126334, 'B3toC18': 15.033296378372908, 'A5toB3': 2.23606797749979, 'A5toA5': 0.0, 'A5toC7': 2.8284271247461903, 'A5toF9': 6.4031242374328485, 'A5toD10': 5.830951894845301, 'A5toF12': 8.602325267042627, 'A5toC14': 9.219544457292887, 'A5toE16': 11.704699910719626, 'A5toC18': 13.152946437965905, 'C7toB3': 4.123105625617661, 'C7toA5': 2.8284271247461903, 'C7toC7': 0.0, 'C7toF9': 3.605551275463989, 'C7toD10': 3.1622776601683795, 'C7toF12': 5.830951894845301, 'C7toC14': 7.0, 'C7toE16': 9.219544457292887, 'C7toC18': 11.0, 'F9toB3': 7.211102550927978, 'F9toA5': 6.4031242374328485, 'F9toC7': 3.605551275463989, 'F9toF9': 0.0, 'F9toD10': 2.23606797749979, 'F9toF12': 3.0, 'F9toC14': 5.830951894845301, 'F9toE16': 7.0710678118654755, 'F9toC18': 9.486832980505138, 'D10toB3': 7.280109889280518, 'D10toA5': 5.830951894845301, 'D10toC7': 3.1622776601683795, 'D10toF9': 2.23606797749979, 'D10toD10': 0.0, 'D10toF12': 2.8284271247461903, 'D10toC14': 4.123105625617661, 'D10toE16': 6.082762530298219, 'D10toC18': 8.06225774829855, 'F12toB3': 9.848857801796104, 'F12toA5': 8.602325267042627, 'F12toC7': 5.830951894845301, 'F12toF9': 3.0, 'F12toD10': 2.8284271247461903, 'F12toF12': 0.0, 'F12toC14': 3.605551275463989, 'F12toE16': 4.123105625617661, 'F12toC18': 6.708203932499369, 'C14toB3': 11.045361017187261, 'C14toA5': 9.219544457292887, 'C14toC7': 7.0, 'C14toF9': 5.830951894845301, 'C14toD10': 4.123105625617661, 'C14toF12': 3.605551275463989, 'C14toC14': 0.0, 'C14toE16': 2.8284271247461903, 'C14toC18': 4.0, 'E16toB3': 13.341664064126334, 'E16toA5': 11.704699910719626, 'E16toC7': 9.219544457292887, 'E16toF9': 7.0710678118654755, 'E16toD10': 6.082762530298219, 'E16toF12': 4.123105625617661, 'E16toC14': 2.8284271247461903, 'E16toE16': 0.0, 'E16toC18': 2.8284271247461903, 'C18toB3': 15.033296378372908, 'C18toA5': 13.152946437965905, 'C18toC7': 11.0, 'C18toF9': 9.486832980505138, 'C18toD10': 8.06225774829855, 'C18toF12': 6.708203932499369, 'C18toC14': 4.0, 'C18toE16': 2.8284271247461903, 'C18toC18': 0.0}"
91,HON'S WAY TO HELL,6B+,"[{'Id': 1711296, 'Description': 'C13', 'IsStart': False, 'IsEnd': False}, {'Id': 1711297, 'Description': 'D18', 'IsStart': False, 'IsEnd': True}, {'Id': 1711298, 'Description': 'F5', 'IsStart': True, 'IsEnd': False}, {'Id': 1711299, 'Description': 'G14', 'IsStart': False, 'IsEnd': False}, {'Id': 1711300, 'Description': 'H10', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",159366,"['C13', 'D18', 'F5', 'G14', 'H10']",5,"{'C13toC13': 0.0, 'C13toD18': 5.0990195135927845, 'C13toF5': 8.54400374531753, 'C13toG14': 4.123105625617661, 'C13toH10': 5.830951894845301, 'D18toC13': 5.0990195135927845, 'D18toD18': 0.0, 'D18toF5': 13.152946437965905, 'D18toG14': 5.0, 'D18toH10': 8.94427190999916, 'F5toC13': 8.54400374531753, 'F5toD18': 13.152946437965905, 'F5toF5': 0.0, 'F5toG14': 9.055385138137417, 'F5toH10': 5.385164807134504, 'G14toC13': 4.123105625617661, 'G14toD18': 5.0, 'G14toF5': 9.055385138137417, 'G14toG14': 0.0, 'G14toH10': 4.123105625617661, 'H10toC13': 5.830951894845301, 'H10toD18': 8.94427190999916, 'H10toF5': 5.385164807134504, 'H10toG14': 4.123105625617661, 'H10toH10': 0.0}"
92,HUGO ELIMINATE CLEAN,6B+,"[{'Id': 1531221, 'Description': 'F5', 'IsStart': True, 'IsEnd': False}, {'Id': 1531222, 'Description': 'J8', 'IsStart': False, 'IsEnd': False}, {'Id': 1531223, 'Description': 'I10', 'IsStart': False, 'IsEnd': False}, {'Id': 1531224, 'Description': 'I14', 'IsStart': False, 'IsEnd': False}, {'Id': 1531225, 'Description': 'G18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",49969,"['F5', 'J8', 'I10', 'I14', 'G18']",5,"{'F5toF5': 0.0, 'F5toJ8': 5.0, 'F5toI10': 5.830951894845301, 'F5toI14': 9.486832980505138, 'F5toG18': 13.038404810405298, 'J8toF5': 5.0, 'J8toJ8': 0.0, 'J8toI10': 2.23606797749979, 'J8toI14': 6.082762530298219, 'J8toG18': 10.44030650891055, 'I10toF5': 5.830951894845301, 'I10toJ8': 2.23606797749979, 'I10toI10': 0.0, 'I10toI14': 4.0, 'I10toG18': 8.246211251235321, 'I14toF5': 9.486832980505138, 'I14toJ8': 6.082762530298219, 'I14toI10': 4.0, 'I14toI14': 0.0, 'I14toG18': 4.47213595499958, 'G18toF5': 13.038404810405298, 'G18toJ8': 10.44030650891055, 'G18toI10': 8.246211251235321, 'G18toI14': 4.47213595499958, 'G18toG18': 0.0}"
93,I'M NOT A SETTER,6B+,"[{'Id': 1591260, 'Description': 'F5', 'IsStart': True, 'IsEnd': False}, {'Id': 1591261, 'Description': 'G9', 'IsStart': False, 'IsEnd': False}, {'Id': 1591262, 'Description': 'H10', 'IsStart': False, 'IsEnd': False}, {'Id': 1591263, 'Description': 'E13', 'IsStart': False, 'IsEnd': False}, {'Id': 1591264, 'Description': 'D15', 'IsStart': False, 'IsEnd': False}, {'Id': 1591265, 'Description': 'A18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",226072,"['F5', 'G9', 'H10', 'E13', 'D15', 'A18']",6,"{'F5toF5': 0.0, 'F5toG9': 4.123105625617661, 'F5toH10': 5.385164807134504, 'F5toE13': 8.06225774829855, 'F5toD15': 10.198039027185569, 'F5toA18': 13.92838827718412, 'G9toF5': 4.123105625617661, 'G9toG9': 0.0, 'G9toH10': 1.4142135623730951, 'G9toE13': 4.47213595499958, 'G9toD15': 6.708203932499369, 'G9toA18': 10.816653826391969, 'H10toF5': 5.385164807134504, 'H10toG9': 1.4142135623730951, 'H10toH10': 0.0, 'H10toE13': 4.242640687119285, 'H10toD15': 6.4031242374328485, 'H10toA18': 10.63014581273465, 'E13toF5': 8.06225774829855, 'E13toG9': 4.47213595499958, 'E13toH10': 4.242640687119285, 'E13toE13': 0.0, 'E13toD15': 2.23606797749979, 'E13toA18': 6.4031242374328485, 'D15toF5': 10.198039027185569, 'D15toG9': 6.708203932499369, 'D15toH10': 6.4031242374328485, 'D15toE13': 2.23606797749979, 'D15toD15': 0.0, 'D15toA18': 4.242640687119285, 'A18toF5': 13.92838827718412, 'A18toG9': 10.816653826391969, 'A18toH10': 10.63014581273465, 'A18toE13': 6.4031242374328485, 'A18toD15': 4.242640687119285, 'A18toA18': 0.0}"
94,IN MY APPROACH SHOES...,6B+,"[{'Id': 1608812, 'Description': 'G4', 'IsStart': True, 'IsEnd': False}, {'Id': 1608813, 'Description': 'J8', 'IsStart': False, 'IsEnd': False}, {'Id': 1608814, 'Description': 'I11', 'IsStart': False, 'IsEnd': False}, {'Id': 1608815, 'Description': 'J13', 'IsStart': False, 'IsEnd': False}, {'Id': 1608816, 'Description': 'F14', 'IsStart': False, 'IsEnd': False}, {'Id': 1608817, 'Description': 'G18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",274171,"['G4', 'J8', 'I11', 'J13', 'F14', 'G18']",6,"{'G4toG4': 0.0, 'G4toJ8': 5.0, 'G4toI11': 7.280109889280518, 'G4toJ13': 9.486832980505138, 'G4toF14': 10.04987562112089, 'G4toG18': 14.0, 'J8toG4': 5.0, 'J8toJ8': 0.0, 'J8toI11': 3.1622776601683795, 'J8toJ13': 5.0, 'J8toF14': 7.211102550927978, 'J8toG18': 10.44030650891055, 'I11toG4': 7.280109889280518, 'I11toJ8': 3.1622776601683795, 'I11toI11': 0.0, 'I11toJ13': 2.23606797749979, 'I11toF14': 4.242640687119285, 'I11toG18': 7.280109889280518, 'J13toG4': 9.486832980505138, 'J13toJ8': 5.0, 'J13toI11': 2.23606797749979, 'J13toJ13': 0.0, 'J13toF14': 4.123105625617661, 'J13toG18': 5.830951894845301, 'F14toG4': 10.04987562112089, 'F14toJ8': 7.211102550927978, 'F14toI11': 4.242640687119285, 'F14toJ13': 4.123105625617661, 'F14toF14': 0.0, 'F14toG18': 4.123105625617661, 'G18toG4': 14.0, 'G18toJ8': 10.44030650891055, 'G18toI11': 7.280109889280518, 'G18toJ13': 5.830951894845301, 'G18toF14': 4.123105625617661, 'G18toG18': 0.0}"
95,KLINGON EASY,6B+,"[{'Id': 1520000, 'Description': 'G4', 'IsStart': True, 'IsEnd': False}, {'Id': 1520001, 'Description': 'E6', 'IsStart': True, 'IsEnd': False}, {'Id': 1520002, 'Description': 'H10', 'IsStart': False, 'IsEnd': False}, {'Id': 1520003, 'Description': 'E10', 'IsStart': False, 'IsEnd': False}, {'Id': 1520004, 'Description': 'F14', 'IsStart': False, 'IsEnd': False}, {'Id': 1520005, 'Description': 'I14', 'IsStart': False, 'IsEnd': False}, {'Id': 1520006, 'Description': 'G18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",21329,"['G4', 'E6', 'H10', 'E10', 'F14', 'I14', 'G18']",7,"{'G4toG4': 0.0, 'G4toE6': 2.8284271247461903, 'G4toH10': 6.082762530298219, 'G4toE10': 6.324555320336759, 'G4toF14': 10.04987562112089, 'G4toI14': 10.198039027185569, 'G4toG18': 14.0, 'E6toG4': 2.8284271247461903, 'E6toE6': 0.0, 'E6toH10': 5.0, 'E6toE10': 4.0, 'E6toF14': 8.06225774829855, 'E6toI14': 8.94427190999916, 'E6toG18': 12.165525060596439, 'H10toG4': 6.082762530298219, 'H10toE6': 5.0, 'H10toH10': 0.0, 'H10toE10': 3.0, 'H10toF14': 4.47213595499958, 'H10toI14': 4.123105625617661, 'H10toG18': 8.06225774829855, 'E10toG4': 6.324555320336759, 'E10toE6': 4.0, 'E10toH10': 3.0, 'E10toE10': 0.0, 'E10toF14': 4.123105625617661, 'E10toI14': 5.656854249492381, 'E10toG18': 8.246211251235321, 'F14toG4': 10.04987562112089, 'F14toE6': 8.06225774829855, 'F14toH10': 4.47213595499958, 'F14toE10': 4.123105625617661, 'F14toF14': 0.0, 'F14toI14': 3.0, 'F14toG18': 4.123105625617661, 'I14toG4': 10.198039027185569, 'I14toE6': 8.94427190999916, 'I14toH10': 4.123105625617661, 'I14toE10': 5.656854249492381, 'I14toF14': 3.0, 'I14toI14': 0.0, 'I14toG18': 4.47213595499958, 'G18toG4': 14.0, 'G18toE6': 12.165525060596439, 'G18toH10': 8.06225774829855, 'G18toE10': 8.246211251235321, 'G18toF14': 4.123105625617661, 'G18toI14': 4.47213595499958, 'G18toG18': 0.0}"
96,LA PRESA DI COSTANTINOPOL,6B+,"[{'Id': 1597364, 'Description': 'E6', 'IsStart': True, 'IsEnd': False}, {'Id': 1597365, 'Description': 'I6', 'IsStart': True, 'IsEnd': False}, {'Id': 1597366, 'Description': 'G8', 'IsStart': False, 'IsEnd': False}, {'Id': 1597367, 'Description': 'E10', 'IsStart': False, 'IsEnd': False}, {'Id': 1597368, 'Description': 'E12', 'IsStart': False, 'IsEnd': False}, {'Id': 1597369, 'Description': 'A14', 'IsStart': False, 'IsEnd': False}, {'Id': 1597370, 'Description': 'D18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",243461,"['E6', 'I6', 'G8', 'E10', 'E12', 'A14', 'D18']",7,"{'E6toE6': 0.0, 'E6toI6': 4.0, 'E6toG8': 2.8284271247461903, 'E6toE10': 4.0, 'E6toE12': 6.0, 'E6toA14': 8.94427190999916, 'E6toD18': 12.041594578792296, 'I6toE6': 4.0, 'I6toI6': 0.0, 'I6toG8': 2.8284271247461903, 'I6toE10': 5.656854249492381, 'I6toE12': 7.211102550927978, 'I6toA14': 11.313708498984761, 'I6toD18': 13.0, 'G8toE6': 2.8284271247461903, 'G8toI6': 2.8284271247461903, 'G8toG8': 0.0, 'G8toE10': 2.8284271247461903, 'G8toE12': 4.47213595499958, 'G8toA14': 8.48528137423857, 'G8toD18': 10.44030650891055, 'E10toE6': 4.0, 'E10toI6': 5.656854249492381, 'E10toG8': 2.8284271247461903, 'E10toE10': 0.0, 'E10toE12': 2.0, 'E10toA14': 5.656854249492381, 'E10toD18': 8.06225774829855, 'E12toE6': 6.0, 'E12toI6': 7.211102550927978, 'E12toG8': 4.47213595499958, 'E12toE10': 2.0, 'E12toE12': 0.0, 'E12toA14': 4.47213595499958, 'E12toD18': 6.082762530298219, 'A14toE6': 8.94427190999916, 'A14toI6': 11.313708498984761, 'A14toG8': 8.48528137423857, 'A14toE10': 5.656854249492381, 'A14toE12': 4.47213595499958, 'A14toA14': 0.0, 'A14toD18': 5.0, 'D18toE6': 12.041594578792296, 'D18toI6': 13.0, 'D18toG8': 10.44030650891055, 'D18toE10': 8.06225774829855, 'D18toE12': 6.082762530298219, 'D18toA14': 5.0, 'D18toD18': 0.0}"
97,MAGGIEâ€™S PROBLEM,6B+,"[{'Id': 1642123, 'Description': 'G2', 'IsStart': True, 'IsEnd': False}, {'Id': 1642124, 'Description': 'K5', 'IsStart': True, 'IsEnd': False}, {'Id': 1642125, 'Description': 'J8', 'IsStart': False, 'IsEnd': False}, {'Id': 1642126, 'Description': 'K9', 'IsStart': False, 'IsEnd': False}, {'Id': 1642127, 'Description': 'H12', 'IsStart': False, 'IsEnd': False}, {'Id': 1642128, 'Description': 'I14', 'IsStart': False, 'IsEnd': False}, {'Id': 1642129, 'Description': 'E15', 'IsStart': False, 'IsEnd': False}, {'Id': 1642130, 'Description': 'E18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",308058,"['G2', 'K5', 'J8', 'K9', 'H12', 'I14', 'E15', 'E18']",8,"{'G2toG2': 0.0, 'G2toK5': 5.0, 'G2toJ8': 6.708203932499369, 'G2toK9': 8.06225774829855, 'G2toH12': 10.04987562112089, 'G2toI14': 12.165525060596439, 'G2toE15': 13.152946437965905, 'G2toE18': 16.1245154965971, 'K5toG2': 5.0, 'K5toK5': 0.0, 'K5toJ8': 3.1622776601683795, 'K5toK9': 4.0, 'K5toH12': 7.615773105863909, 'K5toI14': 9.219544457292887, 'K5toE15': 11.661903789690601, 'K5toE18': 14.317821063276353, 'J8toG2': 6.708203932499369, 'J8toK5': 3.1622776601683795, 'J8toJ8': 0.0, 'J8toK9': 1.4142135623730951, 'J8toH12': 4.47213595499958, 'J8toI14': 6.082762530298219, 'J8toE15': 8.602325267042627, 'J8toE18': 11.180339887498949, 'K9toG2': 8.06225774829855, 'K9toK5': 4.0, 'K9toJ8': 1.4142135623730951, 'K9toK9': 0.0, 'K9toH12': 4.242640687119285, 'K9toI14': 5.385164807134504, 'K9toE15': 8.48528137423857, 'K9toE18': 10.816653826391969, 'H12toG2': 10.04987562112089, 'H12toK5': 7.615773105863909, 'H12toJ8': 4.47213595499958, 'H12toK9': 4.242640687119285, 'H12toH12': 0.0, 'H12toI14': 2.23606797749979, 'H12toE15': 4.242640687119285, 'H12toE18': 6.708203932499369, 'I14toG2': 12.165525060596439, 'I14toK5': 9.219544457292887, 'I14toJ8': 6.082762530298219, 'I14toK9': 5.385164807134504, 'I14toH12': 2.23606797749979, 'I14toI14': 0.0, 'I14toE15': 4.123105625617661, 'I14toE18': 5.656854249492381, 'E15toG2': 13.152946437965905, 'E15toK5': 11.661903789690601, 'E15toJ8': 8.602325267042627, 'E15toK9': 8.48528137423857, 'E15toH12': 4.242640687119285, 'E15toI14': 4.123105625617661, 'E15toE15': 0.0, 'E15toE18': 3.0, 'E18toG2': 16.1245154965971, 'E18toK5': 14.317821063276353, 'E18toJ8': 11.180339887498949, 'E18toK9': 10.816653826391969, 'E18toH12': 6.708203932499369, 'E18toI14': 5.656854249492381, 'E18toE15': 3.0, 'E18toE18': 0.0}"
98,MARK2,6B+,"[{'Id': 1519324, 'Description': 'K5', 'IsStart': True, 'IsEnd': False}, {'Id': 1519325, 'Description': 'J8', 'IsStart': False, 'IsEnd': False}, {'Id': 1519326, 'Description': 'H11', 'IsStart': False, 'IsEnd': False}, {'Id': 1519327, 'Description': 'G13', 'IsStart': False, 'IsEnd': False}, {'Id': 1519328, 'Description': 'E15', 'IsStart': False, 'IsEnd': False}, {'Id': 1519329, 'Description': 'G18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}]",20461,"['K5', 'J8', 'H11', 'G13', 'E15', 'G18']",6,"{'K5toK5': 0.0, 'K5toJ8': 3.1622776601683795, 'K5toH11': 6.708203932499369, 'K5toG13': 8.94427190999916, 'K5toE15': 11.661903789690601, 'K5toG18': 13.601470508735444, 'J8toK5': 3.1622776601683795, 'J8toJ8': 0.0, 'J8toH11': 3.605551275463989, 'J8toG13': 5.830951894845301, 'J8toE15': 8.602325267042627, 'J8toG18': 10.44030650891055, 'H11toK5': 6.708203932499369, 'H11toJ8': 3.605551275463989, 'H11toH11': 0.0, 'H11toG13': 2.23606797749979, 'H11toE15': 5.0, 'H11toG18': 7.0710678118654755, 'G13toK5': 8.94427190999916, 'G13toJ8': 5.830951894845301, 'G13toH11': 2.23606797749979, 'G13toG13': 0.0, 'G13toE15': 2.8284271247461903, 'G13toG18': 5.0, 'E15toK5': 11.661903789690601, 'E15toJ8': 8.602325267042627, 'E15toH11': 5.0, 'E15toG13': 2.8284271247461903, 'E15toE15': 0.0, 'E15toG18': 3.605551275463989, 'G18toK5': 13.601470508735444, 'G18toJ8': 10.44030650891055, 'G18toH11': 7.0710678118654755, 'G18toG13': 5.0, 'G18toE15': 3.605551275463989, 'G18toG18': 0.0}"
99,NIMBUS,6B+,"[{'Id': 1840750, 'Description': 'K5', 'IsStart': True, 'IsEnd': False}, {'Id': 1840751, 'Description': 'I5', 'IsStart': True, 'IsEnd': False}, {'Id': 1840752, 'Description': 'I10', 'IsStart': False, 'IsEnd': False}, {'Id': 1840753, 'Description': 'E10', 'IsStart': False, 'IsEnd': False}, {'Id': 1840754, 'Description': 'G13', 'IsStart': False, 'IsEnd': False}, {'Id': 1840755, 'Description': 'E15', 'IsStart': False, 'IsEnd': False}, {'Id': 1840756, 'Description': 'I18', 'IsStart': False, 'IsEnd': True}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",332646,"['K5', 'I5', 'I10', 'E10', 'G13', 'E15', 'I18']",7,"{'K5toK5': 0.0, 'K5toI5': 2.0, 'K5toI10': 5.385164807134504, 'K5toE10': 7.810249675906654, 'K5toG13': 8.94427190999916, 'K5toE15': 11.661903789690601, 'K5toI18': 13.152946437965905, 'I5toK5': 2.0, 'I5toI5': 0.0, 'I5toI10': 5.0, 'I5toE10': 6.4031242374328485, 'I5toG13': 8.246211251235321, 'I5toE15': 10.770329614269007, 'I5toI18': 13.0, 'I10toK5': 5.385164807134504, 'I10toI5': 5.0, 'I10toI10': 0.0, 'I10toE10': 4.0, 'I10toG13': 3.605551275463989, 'I10toE15': 6.4031242374328485, 'I10toI18': 8.0, 'E10toK5': 7.810249675906654, 'E10toI5': 6.4031242374328485, 'E10toI10': 4.0, 'E10toE10': 0.0, 'E10toG13': 3.605551275463989, 'E10toE15': 5.0, 'E10toI18': 8.94427190999916, 'G13toK5': 8.94427190999916, 'G13toI5': 8.246211251235321, 'G13toI10': 3.605551275463989, 'G13toE10': 3.605551275463989, 'G13toG13': 0.0, 'G13toE15': 2.8284271247461903, 'G13toI18': 5.385164807134504, 'E15toK5': 11.661903789690601, 'E15toI5': 10.770329614269007, 'E15toI10': 6.4031242374328485, 'E15toE10': 5.0, 'E15toG13': 2.8284271247461903, 'E15toE15': 0.0, 'E15toI18': 5.0, 'I18toK5': 13.152946437965905, 'I18toI5': 13.0, 'I18toI10': 8.0, 'I18toE10': 8.94427190999916, 'I18toG13': 5.385164807134504, 'I18toE15': 5.0, 'I18toI18': 0.0}"
100,NO FOOT,6B+,"[{'Id': 1864896, 'Description': 'D18', 'IsStart': False, 'IsEnd': True}, {'Id': 1864897, 'Description': 'D6', 'IsStart': True, 'IsEnd': False}, {'Id': 1864898, 'Description': 'E8', 'IsStart': False, 'IsEnd': False}, {'Id': 1864899, 'Description': 'E13', 'IsStart': False, 'IsEnd': False}, {'Id': 1864900, 'Description': 'F15', 'IsStart': False, 'IsEnd': False}, {'Id': 1864901, 'Description': 'I6', 'IsStart': True, 'IsEnd': False}, {'Id': 1864902, 'Description': 'I10', 'IsStart': False, 'IsEnd': False}]","[{'Id': 0, 'Description': 'Original School Holds', 'Color': '#f6f60c', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set A', 'Color': '#dee1ce', 'Holds': None}, {'Id': 0, 'Description': 'Hold Set B', 'Color': '#000000', 'Holds': None}]",229614,"['D18', 'D6', 'E8', 'E13', 'F15', 'I6', 'I10']",7,"{'D18toD18': 0.0, 'D18toD6': 12.0, 'D18toE8': 10.04987562112089, 'D18toE13': 5.0990195135927845, 'D18toF15': 3.605551275463989, 'D18toI6': 13.0, 'D18toI10': 9.433981132056603, 'D6toD18': 12.0, 'D6toD6': 0.0, 'D6toE8': 2.23606797749979, 'D6toE13': 7.0710678118654755, 'D6toF15': 9.219544457292887, 'D6toI6': 5.0, 'D6toI10': 6.4031242374328485, 'E8toD18': 10.04987562112089, 'E8toD6': 2.23606797749979, 'E8toE8': 0.0, 'E8toE13': 5.0, 'E8toF15': 7.0710678118654755, 'E8toI6': 4.47213595499958, 'E8toI10': 4.47213595499958, 'E13toD18': 5.0990195135927845, 'E13toD6': 7.0710678118654755, 'E13toE8': 5.0, 'E13toE13': 0.0, 'E13toF15': 2.23606797749979, 'E13toI6': 8.06225774829855, 'E13toI10': 5.0, 'F15toD18': 3.605551275463989, 'F15toD6': 9.219544457292887, 'F15toE8': 7.0710678118654755, 'F15toE13': 2.23606797749979, 'F15toF15': 0.0, 'F15toI6': 9.486832980505138, 'F15toI10': 5.830951894845301, 'I6toD18': 13.0, 'I6toD6': 5.0, 'I6toE8': 4.47213595499958, 'I6toE13': 8.06225774829855, 'I6toF15': 9.486832980505138, 'I6toI6': 0.0, 'I6toI10': 4.0, 'I10toD18': 9.433981132056603, 'I10toD6': 6.4031242374328485, 'I10toE8': 4.47213595499958, 'I10toE13': 5.0, 'I10toF15': 5.830951894845301, 'I10toI6': 4.0, 'I10toI10': 0.0}"
